N_estado,voto,genero,edad,ponderado,partido,encuesta,homo_pon,estado,rango_edad,total
CIUDAD DE MEXICO,3,Mujeres,41,65829.26964624513,PAN-PRI-PRD,5,66561.77109424977,7,40-44,66561.77109424977
MEXICO,1,Hombres,54,76153.90920697972,PAN-PRI-PRD,5,77001.29592515375,15,50-54,-77001.29592515375
GUERRERO,7,Hombres,27,63538.844878041615,MORENA-PT-Partido Verde,5,64245.86010284689,12,25-29,-64245.86010284689
CIUDAD DE MEXICO,7,Mujeres,52,66091.25086700125,MORENA-PT-Partido Verde,5,66826.66745631893,7,50-54,66826.66745631893
CIUDAD DE MEXICO,7,Hombres,43,71140.03043515644,MORENA-PT-Partido Verde,5,71931.62626456298,7,40-44,-71931.62626456298
GUERRERO,7,Mujeres,58,54302.91617330486,MORENA-PT-Partido Verde,5,54907.16053058809,12,55-59,54907.16053058809
MEXICO,7,Hombres,35,74140.93678429199,MORENA-PT-Partido Verde,5,74965.92457228899,15,35-39,-74965.92457228899
CIUDAD DE MEXICO,99,Hombres,65,77858.93211268428,NS,5,78725.29111710761,7,65-100,-78725.29111710761
MEXICO,6,Hombres,39,68204.33544595882,Movimiento Ciudadano,5,68963.26494256167,15,35-39,-68963.26494256167
GUERRERO,7,Hombres,90,63971.66052078935,MORENA-PT-Partido Verde,5,64683.491811255626,12,65-100,-64683.491811255626
CIUDAD DE MEXICO,1,Hombres,34,77332.15879663048,PAN-PRI-PRD,5,78192.65624100836,7,30-34,-78192.65624100836
CIUDAD DE MEXICO,7,Hombres,61,77858.93211268428,MORENA-PT-Partido Verde,5,78725.29111710761,7,60-64,-78725.29111710761
CIUDAD DE MEXICO,7,Mujeres,50,66091.25086700125,MORENA-PT-Partido Verde,5,66826.66745631893,7,50-54,66826.66745631893
CIUDAD DE MEXICO,7,Mujeres,30,67699.12197014563,MORENA-PT-Partido Verde,5,68452.42980932203,7,30-34,68452.42980932203
GUERRERO,7,Mujeres,52,54302.91617330486,MORENA-PT-Partido Verde,5,54907.16053058809,12,50-54,54907.16053058809
MEXICO,7,Mujeres,56,63363.90097955765,MORENA-PT-Partido Verde,5,64068.96955267367,15,55-59,64068.96955267367
PUEBLA,4,Mujeres,23,66634.84962444997,MORENA-PT-Partido Verde,5,67376.31499539784,21,20-24,67376.31499539784
PUEBLA,7,Mujeres,33,53440.80692760757,MORENA-PT-Partido Verde,5,54035.45834433101,21,30-34,54035.45834433101
PUEBLA,5,Mujeres,38,51964.76980752837,MORENA-PT-Partido Verde,5,52542.996929503024,21,35-39,52542.996929503024
PUEBLA,1,Mujeres,39,51964.76980752837,PAN-PRI-PRD,5,52542.996929503024,21,35-39,52542.996929503024
PUEBLA,4,Mujeres,28,53440.80692760757,MORENA-PT-Partido Verde,5,54035.45834433101,21,25-29,54035.45834433101
GUERRERO,7,Mujeres,38,54087.66310904788,MORENA-PT-Partido Verde,5,54689.512282819225,12,35-39,54689.512282819225
GUERRERO,2,Mujeres,18,69357.05307958797,PAN-PRI-PRD,5,70128.80920088699,12,18-18,70128.80920088699
PUEBLA,4,Mujeres,29,53440.80692760757,MORENA-PT-Partido Verde,5,54035.45834433101,21,25-29,54035.45834433101
PUEBLA,99,Mujeres,35,53440.80692760757,NS,5,54035.45834433101,21,35-39,54035.45834433101
GUERRERO,1,Mujeres,20,69357.05307958797,PAN-PRI-PRD,5,70128.80920088699,12,20-24,70128.80920088699
MEXICO,1,Mujeres,73,72892.61314428173,PAN-PRI-PRD,5,73703.71047171613,15,65-100,73703.71047171613
MEXICO,1,Mujeres,50,53496.25011331257,PAN-PRI-PRD,5,54091.518462504326,15,50-54,54091.518462504326
GUERRERO,1,Hombres,45,58451.17256231978,PAN-PRI-PRD,5,59101.57577611132,12,45-49,-59101.57577611132
GUERRERO,7,Hombres,60,65263.963929086975,MORENA-PT-Partido Verde,5,65990.17505580126,12,60-64,-65990.17505580126
PUEBLA,7,Mujeres,54,61911.260146326706,MORENA-PT-Partido Verde,5,62600.16476198899,21,50-54,62600.16476198899
HIDALGO,99,Mujeres,55,60320.33541689746,NS,5,60991.5373499349,13,55-59,60991.5373499349
GUERRERO,99,Hombres,22,54098.74109885793,NS,5,54700.713540647,12,20-24,-54700.713540647
HIDALGO,99,Mujeres,52,60320.33541689746,NS,5,60991.5373499349,13,50-54,60991.5373499349
CIUDAD DE MEXICO,7,Hombres,21,56268.56827326525,MORENA-PT-Partido Verde,5,56894.685013718336,7,20-24,-56894.685013718336
HIDALGO,5,Hombres,56,72495.99970423162,MORENA-PT-Partido Verde,5,73302.68379845386,13,55-59,-73302.68379845386
CIUDAD DE MEXICO,6,Hombres,59,67881.61305670894,Movimiento Ciudadano,5,68636.95152733356,7,55-59,-68636.95152733356
BAJA CALIFORNIA SUR,3,Hombres,50,66074.90195986454,PAN-PRI-PRD,5,66810.13663013291,3,50-54,-66810.13663013291
CIUDAD DE MEXICO,6,Mujeres,54,56480.93253318809,Movimiento Ciudadano,5,57109.412312586224,7,50-54,57109.412312586224
NUEVO LEON,4,Hombres,37,68781.2827456899,MORENA-PT-Partido Verde,5,69546.63210286156,19,35-39,-69546.63210286156
CIUDAD DE MEXICO,1,Mujeres,53,56480.93253318809,PAN-PRI-PRD,5,57109.412312586224,7,50-54,57109.412312586224
PUEBLA,7,Hombres,18,61678.47824361751,MORENA-PT-Partido Verde,5,62364.79262727935,21,18-18,-62364.79262727935
PUEBLA,7,Mujeres,54,61911.260146326706,MORENA-PT-Partido Verde,5,62600.16476198899,21,50-54,62600.16476198899
PUEBLA,7,Hombres,20,61678.47824361751,MORENA-PT-Partido Verde,5,62364.79262727935,21,20-24,-62364.79262727935
PUEBLA,99,Mujeres,29,63417.44023586462,NS,5,64123.10455587227,21,25-29,64123.10455587227
PUEBLA,7,Mujeres,63,84358.68917096581,MORENA-PT-Partido Verde,5,85297.37286442875,21,60-64,85297.37286442875
HIDALGO,2,Hombres,51,72495.99970423162,PAN-PRI-PRD,5,73302.68379845386,13,50-54,-73302.68379845386
PUEBLA,4,Mujeres,32,63417.44023586462,MORENA-PT-Partido Verde,5,64123.10455587227,21,30-34,64123.10455587227
PUEBLA,3,Mujeres,55,61911.260146326706,PAN-PRI-PRD,5,62600.16476198899,21,55-59,62600.16476198899
PUEBLA,5,Mujeres,52,61911.260146326706,MORENA-PT-Partido Verde,5,62600.16476198899,21,50-54,62600.16476198899
PUEBLA,1,Mujeres,35,63417.44023586462,PAN-PRI-PRD,5,64123.10455587227,21,35-39,64123.10455587227
HIDALGO,7,Mujeres,44,60081.229712259825,MORENA-PT-Partido Verde,5,60749.77104651173,13,40-44,60749.77104651173
HIDALGO,2,Mujeres,26,61787.81141374277,PAN-PRI-PRD,5,62475.34237941839,13,25-29,62475.34237941839
BAJA CALIFORNIA SUR,7,Mujeres,38,54759.729903192805,MORENA-PT-Partido Verde,5,55369.05735983913,3,35-39,55369.05735983913
NUEVO LEON,7,Hombres,79,75277.40979533693,MORENA-PT-Partido Verde,5,76115.04344938534,19,65-100,-76115.04344938534
NUEVO LEON,7,Mujeres,70,87068.36212584043,MORENA-PT-Partido Verde,5,88037.19713913012,19,65-100,88037.19713913012
NUEVO LEON,5,Mujeres,71,87068.36212584043,MORENA-PT-Partido Verde,5,88037.19713913012,19,65-100,88037.19713913012
NUEVO LEON,2,Hombres,63,75277.40979533693,PAN-PRI-PRD,5,76115.04344938534,19,60-64,-76115.04344938534
CIUDAD DE MEXICO,99,Mujeres,59,56480.93253318809,NS,5,57109.412312586224,7,55-59,57109.412312586224
CIUDAD DE MEXICO,99,Mujeres,56,56480.93253318809,NS,5,57109.412312586224,7,55-59,57109.412312586224
CIUDAD DE MEXICO,7,Mujeres,68,76959.46456900216,MORENA-PT-Partido Verde,5,77815.81493620801,7,65-100,77815.81493620801
MICHOACAN  DE OCAMPO,7,Hombres,20,54397.05535423289,MORENA-PT-Partido Verde,5,55002.34722558873,16,20-24,-55002.34722558873
MICHOACAN  DE OCAMPO,4,Mujeres,42,54385.91627756178,MORENA-PT-Partido Verde,5,54991.08420116862,16,40-44,54991.08420116862
BAJA CALIFORNIA SUR,4,Hombres,34,64328.347424948915,MORENA-PT-Partido Verde,5,65044.14767443881,3,30-34,-65044.14767443881
CIUDAD DE MEXICO,1,Mujeres,70,76959.46456900216,PAN-PRI-PRD,5,77815.81493620801,7,65-100,77815.81493620801
NUEVO LEON,7,Mujeres,66,87068.36212584043,MORENA-PT-Partido Verde,5,88037.19713913012,19,65-100,88037.19713913012
NUEVO LEON,1,Mujeres,66,87068.36212584043,PAN-PRI-PRD,5,88037.19713913012,19,65-100,88037.19713913012
CIUDAD DE MEXICO,7,Hombres,24,56268.56827326525,MORENA-PT-Partido Verde,5,56894.685013718336,7,20-24,-56894.685013718336
BAJA CALIFORNIA SUR,7,Mujeres,19,70218.84983018083,MORENA-PT-Partido Verde,5,71000.19541481564,3,19-19,71000.19541481564
CIUDAD DE MEXICO,7,Hombres,37,60795.569862987664,MORENA-PT-Partido Verde,5,61472.05986806013,7,35-39,-61472.05986806013
MICHOACAN  DE OCAMPO,7,Mujeres,42,58692.54861840981,MORENA-PT-Partido Verde,5,59345.63769384846,16,40-44,59345.63769384846
MICHOACAN  DE OCAMPO,2,Hombres,43,63427.55612311029,PAN-PRI-PRD,5,64133.333005540335,16,40-44,-64133.333005540335
BAJA CALIFORNIA SUR,7,Mujeres,34,56315.15667255981,MORENA-PT-Partido Verde,5,56941.791815694975,3,30-34,56941.791815694975
NUEVO LEON,7,Mujeres,55,63899.90255968519,MORENA-PT-Partido Verde,5,64610.93537842762,19,55-59,64610.93537842762
NUEVO LEON,1,Mujeres,36,63646.607694492355,PAN-PRI-PRD,5,64354.8220275289,19,35-39,64354.8220275289
NUEVO LEON,5,Mujeres,28,65454.46243669847,MORENA-PT-Partido Verde,5,66182.79329576613,19,25-29,66182.79329576613
BAJA CALIFORNIA SUR,1,Mujeres,46,54977.65759653357,PAN-PRI-PRD,5,55589.40999806824,3,45-49,55589.40999806824
CIUDAD DE MEXICO,99,Hombres,32,77332.15879663048,NS,5,78192.65624100836,7,30-34,-78192.65624100836
CIUDAD DE MEXICO,99,Hombres,30,77332.15879663048,NS,5,78192.65624100836,7,30-34,-78192.65624100836
CIUDAD DE MEXICO,7,Mujeres,43,65829.26964624513,MORENA-PT-Partido Verde,5,66561.77109424977,7,40-44,66561.77109424977
BAJA CALIFORNIA SUR,1,Hombres,38,59177.45818643282,PAN-PRI-PRD,5,59835.942991804935,3,35-39,-59835.942991804935
CIUDAD DE MEXICO,99,Mujeres,30,67699.12197014563,NS,5,68452.42980932203,7,30-34,68452.42980932203
CIUDAD DE MEXICO,5,Hombres,30,77332.15879663048,MORENA-PT-Partido Verde,5,78192.65624100836,7,30-34,-78192.65624100836
MICHOACAN  DE OCAMPO,2,Hombres,86,69418.04432827773,PAN-PRI-PRD,5,70190.47911695707,16,65-100,-70190.47911695707
CIUDAD DE MEXICO,7,Hombres,45,71140.03043515644,MORENA-PT-Partido Verde,5,71931.62626456298,7,45-49,-71931.62626456298
CIUDAD DE MEXICO,1,Mujeres,36,65829.26964624513,PAN-PRI-PRD,5,66561.77109424977,7,35-39,66561.77109424977
CIUDAD DE MEXICO,7,Mujeres,22,84413.4112401941,MORENA-PT-Partido Verde,5,85352.70384205239,7,20-24,85352.70384205239
BAJA CALIFORNIA SUR,2,Mujeres,30,56315.15667255981,PAN-PRI-PRD,5,56941.791815694975,3,30-34,56941.791815694975
CIUDAD DE MEXICO,1,Mujeres,26,67699.12197014563,PAN-PRI-PRD,5,68452.42980932203,7,25-29,68452.42980932203
CIUDAD DE MEXICO,99,Mujeres,54,66091.25086700125,NS,5,66826.66745631893,7,50-54,66826.66745631893
BAJA CALIFORNIA SUR,7,Hombres,48,66074.90195986454,MORENA-PT-Partido Verde,5,66810.13663013291,3,45-49,-66810.13663013291
MICHOACAN  DE OCAMPO,2,Mujeres,35,60359.685425783406,PAN-PRI-PRD,5,61031.32521782555,16,35-39,61031.32521782555
MICHOACAN  DE OCAMPO,7,Hombres,28,68948.37986702038,MORENA-PT-Partido Verde,5,69715.5885625075,16,25-29,-69715.5885625075
MICHOACAN  DE OCAMPO,7,Mujeres,38,58692.54861840981,MORENA-PT-Partido Verde,5,59345.63769384846,16,35-39,59345.63769384846
MICHOACAN  DE OCAMPO,7,Hombres,23,58704.56975998159,MORENA-PT-Partido Verde,5,59357.79259816218,16,20-24,-59357.79259816218
MICHOACAN  DE OCAMPO,7,Hombres,35,68948.37986702038,MORENA-PT-Partido Verde,5,69715.5885625075,16,35-39,-69715.5885625075
BAJA CALIFORNIA SUR,1,Mujeres,38,54759.729903192805,PAN-PRI-PRD,5,55369.05735983913,3,35-39,55369.05735983913
MICHOACAN  DE OCAMPO,99,Hombres,30,68948.37986702038,NS,5,69715.5885625075,16,30-34,-69715.5885625075
MICHOACAN  DE OCAMPO,99,Hombres,34,68948.37986702038,NS,5,69715.5885625075,16,30-34,-69715.5885625075
CHIAPAS,7,Mujeres,42,67730.29187044091,MORENA-PT-Partido Verde,5,68483.94654617229,5,40-44,68483.94654617229
CHIAPAS,7,Mujeres,51,67999.83860309857,MORENA-PT-Partido Verde,5,68756.49260379645,5,50-54,68756.49260379645
HIDALGO,7,Mujeres,26,61787.81141374277,MORENA-PT-Partido Verde,5,62475.34237941839,13,25-29,62475.34237941839
HIDALGO,1,Mujeres,35,61787.81141374277,PAN-PRI-PRD,5,62475.34237941839,13,35-39,62475.34237941839
HIDALGO,6,Hombres,23,60093.53527719403,Movimiento Ciudadano,5,60762.21353904944,13,20-24,-60762.21353904944
HIDALGO,7,Hombres,38,64928.26873639158,MORENA-PT-Partido Verde,5,65650.74448496696,13,35-39,-65650.74448496696
CHIAPAS,7,Hombres,22,67744.1640815893,MORENA-PT-Partido Verde,5,68497.9731174527,5,20-24,-68497.9731174527
CHIAPAS,7,Mujeres,21,86851.10759699909,MORENA-PT-Partido Verde,5,87817.52515589779,5,20-24,87817.52515589779
YUCATAN,7,Mujeres,26,30082.087106473908,MORENA-PT-Partido Verde,5,30416.819247403113,31,25-29,30416.819247403113
CHIAPAS,2,Hombres,41,73194.4171785298,PAN-PRI-PRD,5,74008.87276731645,5,40-44,-74008.87276731645
HIDALGO,99,Hombres,39,51341.11914488085,NS,5,51912.406724370936,13,35-39,-51912.406724370936
CHIAPAS,1,Mujeres,39,67730.29187044091,PAN-PRI-PRD,5,68483.94654617229,5,35-39,68483.94654617229
YUCATAN,99,Mujeres,23,37509.07716354036,NS,5,37926.45158502884,31,20-24,37926.45158502884
CHIAPAS,3,Hombres,60,81725.61119209354,PAN-PRI-PRD,5,82634.99586032654,5,60-64,-82634.99586032654
YUCATAN,99,Hombres,38,31611.053881190794,NS,5,31962.79928054516,31,35-39,-31962.79928054516
CHIAPAS,1,Mujeres,40,67730.29187044091,PAN-PRI-PRD,5,68483.94654617229,5,40-44,68483.94654617229
CHIAPAS,7,Mujeres,33,69654.1419197119,MORENA-PT-Partido Verde,5,70429.20383502542,5,30-34,70429.20383502542
CHIAPAS,7,Hombres,31,79565.36225319986,MORENA-PT-Partido Verde,5,80450.7092025839,5,30-34,-80450.7092025839
HIDALGO,7,Mujeres,42,47508.39092216826,MORENA-PT-Partido Verde,5,48037.03061891513,13,40-44,48037.03061891513
YUCATAN,7,Hombres,36,31611.053881190794,MORENA-PT-Partido Verde,5,31962.79928054516,31,35-39,-31962.79928054516
PUEBLA,99,Mujeres,28,53440.80692760757,NS,5,54035.45834433101,21,25-29,54035.45834433101
PUEBLA,7,Mujeres,42,51964.76980752837,MORENA-PT-Partido Verde,5,52542.996929503024,21,40-44,52542.996929503024
PUEBLA,2,Hombres,66,61460.82899654947,PAN-PRI-PRD,5,62144.7215336757,21,65-100,-62144.7215336757
PUEBLA,7,Mujeres,56,52171.574377951896,MORENA-PT-Partido Verde,5,52752.102674587964,21,55-59,52752.102674587964
PUEBLA,7,Hombres,58,62702.41063039227,MORENA-PT-Partido Verde,5,63400.1186078157,21,55-59,-63400.1186078157
PUEBLA,1,Mujeres,47,52171.574377951896,PAN-PRI-PRD,5,52752.102674587964,21,45-49,52752.102674587964
PUEBLA,7,Hombres,65,61460.82899654947,MORENA-PT-Partido Verde,5,62144.7215336757,21,65-100,-62144.7215336757
YUCATAN,7,Hombres,32,34362.52449592748,MORENA-PT-Partido Verde,5,34744.88630983828,31,30-34,-34744.88630983828
HIDALGO,5,Hombres,72,56190.089962557424,MORENA-PT-Partido Verde,5,56815.33345200014,13,65-100,-56815.33345200014
PUEBLA,3,Mujeres,40,51964.76980752837,PAN-PRI-PRD,5,52542.996929503024,21,40-44,52542.996929503024
PUEBLA,4,Mujeres,50,52171.574377951896,MORENA-PT-Partido Verde,5,52752.102674587964,21,50-54,52752.102674587964
PUEBLA,7,Mujeres,27,53440.80692760757,MORENA-PT-Partido Verde,5,54035.45834433101,21,25-29,54035.45834433101
YUCATAN,7,Mujeres,56,29367.630003143957,MORENA-PT-Partido Verde,5,29694.41217188695,31,55-59,29694.41217188695
GUANAJUATO,7,Hombres,71,68595.81264339441,MORENA-PT-Partido Verde,5,69359.09822074255,11,65-100,-69359.09822074255
HIDALGO,99,Mujeres,44,47508.39092216826,NS,5,48037.03061891513,13,40-44,48037.03061891513
HIDALGO,7,Mujeres,49,47697.46040929507,MORENA-PT-Partido Verde,5,48228.20393726836,13,45-49,48228.20393726836
HIDALGO,99,Hombres,43,51341.11914488085,NS,5,51912.406724370936,13,40-44,-51912.406724370936
HIDALGO,7,Hombres,65,56190.089962557424,MORENA-PT-Partido Verde,5,56815.33345200014,13,65-100,-56815.33345200014
GUANAJUATO,2,Hombres,30,68131.71118819762,PAN-PRI-PRD,5,68889.83257354151,11,30-34,-68889.83257354151
NUEVO LEON,1,Mujeres,72,87068.36212584043,PAN-PRI-PRD,5,88037.19713913012,19,65-100,88037.19713913012
YUCATAN,2,Mujeres,53,29367.630003143957,PAN-PRI-PRD,5,29694.41217188695,31,50-54,29694.41217188695
HIDALGO,7,Hombres,50,57325.196417197054,MORENA-PT-Partido Verde,5,57963.07056662022,13,50-54,-57963.07056662022
HIDALGO,7,Mujeres,22,60920.398506982994,MORENA-PT-Partido Verde,5,61598.27751671814,13,20-24,61598.27751671814
YUCATAN,7,Hombres,61,34596.59608087188,MORENA-PT-Partido Verde,5,34981.56247745282,31,60-64,-34981.56247745282
GUANAJUATO,5,Mujeres,76,79340.2040770183,MORENA-PT-Partido Verde,5,80223.04562582642,11,65-100,80223.04562582642
HIDALGO,7,Mujeres,32,48857.846500939915,MORENA-PT-Partido Verde,5,49401.50198277417,13,30-34,49401.50198277417
HIDALGO,1,Mujeres,67,64991.33158333723,PAN-PRI-PRD,5,65714.50905056985,13,65-100,65714.50905056985
MEXICO,1,Hombres,23,67147.48327432577,PAN-PRI-PRD,5,67894.65286913709,15,20-24,-67894.65286913709
NUEVO LEON,7,Hombres,89,75277.40979533693,MORENA-PT-Partido Verde,5,76115.04344938534,19,65-100,-76115.04344938534
NUEVO LEON,99,Mujeres,59,63899.90255968519,NS,5,64610.93537842762,19,55-59,64610.93537842762
NUEVO LEON,7,Hombres,60,76798.10274678403,MORENA-PT-Partido Verde,5,77652.65759401735,19,60-64,-77652.65759401735
NUEVO LEON,99,Hombres,21,63659.643503971914,NS,5,64368.002890255615,19,20-24,-64368.002890255615
NUEVO LEON,99,Mujeres,63,87068.36212584043,NS,5,88037.19713913012,19,60-64,88037.19713913012
MEXICO,7,Hombres,50,81005.78381919285,MORENA-PT-Partido Verde,5,81907.15875868671,15,50-54,-81907.15875868671
GUANAJUATO,1,Hombres,34,68131.71118819762,PAN-PRI-PRD,5,68889.83257354151,11,30-34,-68889.83257354151
HIDALGO,7,Mujeres,42,47508.39092216826,MORENA-PT-Partido Verde,5,48037.03061891513,13,40-44,48037.03061891513
MEXICO,1,Hombres,30,78864.56204076714,PAN-PRI-PRD,5,79742.11098216586,15,30-34,-79742.11098216586
GUANAJUATO,7,Hombres,72,68595.81264339441,MORENA-PT-Partido Verde,5,69359.09822074255,11,65-100,-69359.09822074255
HIDALGO,5,Mujeres,53,47697.46040929507,MORENA-PT-Partido Verde,5,48228.20393726836,13,50-54,48228.20393726836
GUANAJUATO,2,Mujeres,38,57997.356559809115,PAN-PRI-PRD,5,58642.71003082282,11,35-39,58642.71003082282
GUANAJUATO,99,Mujeres,59,58228.16905938289,NS,5,58876.090848275,11,55-59,58876.090848275
MEXICO,7,Hombres,73,79401.77382318482,MORENA-PT-Partido Verde,5,80285.30047648314,15,65-100,-80285.30047648314
MEXICO,4,Mujeres,47,67400.90585159809,MORENA-PT-Partido Verde,5,68150.89535320477,15,45-49,68150.89535320477
MEXICO,5,Mujeres,34,69040.63830366835,MORENA-PT-Partido Verde,5,69808.87358563895,15,30-34,69808.87358563895
HIDALGO,1,Mujeres,25,60920.398506982994,PAN-PRI-PRD,5,61598.27751671814,13,25-29,61598.27751671814
YUCATAN,6,Hombres,28,34362.52449592748,Movimiento Ciudadano,5,34744.88630983828,31,25-29,-34744.88630983828
GUANAJUATO,99,Hombres,24,58009.23531529693,NS,5,58654.72096468117,11,20-24,-58654.72096468117
GUANAJUATO,1,Hombres,61,68595.81264339441,PAN-PRI-PRD,5,69359.09822074255,11,60-64,-69359.09822074255
MEXICO,99,Mujeres,25,86086.13559246901,NS,5,87044.0410851696,15,25-29,87044.0410851696
HIDALGO,7,Hombres,40,51341.11914488085,MORENA-PT-Partido Verde,5,51912.406724370936,13,40-44,-51912.406724370936
MEXICO,7,Hombres,65,79401.77382318482,MORENA-PT-Partido Verde,5,80285.30047648314,15,65-100,-80285.30047648314
CHIAPAS,1,Mujeres,19,70125.52108098353,PAN-PRI-PRD,5,70905.82816945553,5,19-19,70905.82816945553
CHIAPAS,7,Mujeres,42,54686.9480631227,MORENA-PT-Partido Verde,5,55295.465655045824,5,40-44,55295.465655045824
HIDALGO,7,Hombres,50,57325.196417197054,MORENA-PT-Partido Verde,5,57963.07056662022,13,50-54,-57963.07056662022
MEXICO,1,Mujeres,68,91838.73907812624,PAN-PRI-PRD,5,92860.65546454758,15,65-100,92860.65546454758
HIDALGO,7,Hombres,25,47518.12137529334,MORENA-PT-Partido Verde,5,48046.86934562492,13,25-29,-48046.86934562492
MEXICO,7,Mujeres,47,67400.90585159809,MORENA-PT-Partido Verde,5,68150.89535320477,15,45-49,68150.89535320477
NUEVO LEON,99,Mujeres,50,63899.90255968519,NS,5,64610.93537842762,19,50-54,64610.93537842762
NUEVO LEON,7,Mujeres,40,63646.607694492355,MORENA-PT-Partido Verde,5,64354.8220275289,19,40-44,64354.8220275289
NUEVO LEON,6,Hombres,37,68781.2827456899,Movimiento Ciudadano,5,69546.63210286156,19,35-39,-69546.63210286156
CHIAPAS,7,Mujeres,47,54904.58610604788,MORENA-PT-Partido Verde,5,55515.525419834856,5,45-49,55515.525419834856
YUCATAN,4,Hombres,23,29257.20981828527,MORENA-PT-Partido Verde,5,29582.76330948509,31,20-24,-29582.76330948509
CHIAPAS,5,Hombres,45,59098.80468859609,MORENA-PT-Partido Verde,5,59756.41429359964,5,45-49,-59756.41429359964
CHIAPAS,7,Hombres,75,64680.45900520526,MORENA-PT-Partido Verde,5,65400.17730275771,5,65-100,-65400.17730275771
CHIAPAS,7,Mujeres,66,74811.57551039488,MORENA-PT-Partido Verde,5,75644.02569073798,5,65-100,75644.02569073798
CHIAPAS,7,Mujeres,51,54904.58610604788,MORENA-PT-Partido Verde,5,55515.525419834856,5,50-54,55515.525419834856
CHIAPAS,1,Mujeres,55,54904.58610604788,PAN-PRI-PRD,5,55515.525419834856,5,55-59,55515.525419834856
CHIAPAS,7,Hombres,57,65987.08098347198,MORENA-PT-Partido Verde,5,66721.33844416901,5,55-59,-66721.33844416901
CHIAPAS,7,Hombres,47,65987.08098347198,MORENA-PT-Partido Verde,5,66721.33844416901,5,45-49,-66721.33844416901
CIUDAD DE MEXICO,7,Hombres,69,66537.47711042713,MORENA-PT-Partido Verde,5,67277.85898906374,7,65-100,-67277.85898906374
PUEBLA,99,Mujeres,55,68494.263525021,NS,5,69256.41913576536,21,55-59,69256.41913576536
GUANAJUATO,7,Hombres,53,69981.52940847972,MORENA-PT-Partido Verde,5,70760.23425969196,11,50-54,-70760.23425969196
NUEVO LEON,7,Mujeres,63,87068.36212584043,MORENA-PT-Partido Verde,5,88037.19713913012,19,60-64,88037.19713913012
CIUDAD DE MEXICO,99,Hombres,73,66537.47711042713,NS,5,67277.85898906374,7,65-100,-67277.85898906374
CIUDAD DE MEXICO,7,Mujeres,54,56480.93253318809,MORENA-PT-Partido Verde,5,57109.412312586224,7,50-54,57109.412312586224
CIUDAD DE MEXICO,7,Mujeres,60,56480.93253318809,MORENA-PT-Partido Verde,5,57109.412312586224,7,60-64,57109.412312586224
MEXICO,1,Hombres,72,79401.77382318482,PAN-PRI-PRD,5,80285.30047648314,15,65-100,-80285.30047648314
MEXICO,7,Hombres,49,81005.78381919285,MORENA-PT-Partido Verde,5,81907.15875868671,15,45-49,-81907.15875868671
PUEBLA,4,Mujeres,25,87482.59956778395,MORENA-PT-Partido Verde,5,88456.04392168568,21,25-29,88456.04392168568
PUEBLA,1,Mujeres,71,93328.5200954562,PAN-PRI-PRD,5,94367.01370897224,21,65-100,94367.01370897224
PUEBLA,7,Mujeres,37,68222.75692561973,MORENA-PT-Partido Verde,5,68981.89140338976,21,35-39,68981.89140338976
NUEVO LEON,7,Mujeres,72,74625.68752655925,MORENA-PT-Partido Verde,5,75456.0692771893,19,65-100,75456.0692771893
