voto,genero,edad,ponderado,inverso,homo_pon,estado,partido,rango_edad,total
NA,Mujeres,51,1.27,0.7874015748031495,38048.39557705451,NA,MORENA-PT-Partido Verde,50-54,38048.39557705451
NA,Hombres,20,0.94,1.0638297872340423,51405.81104559492,NA,PAN-PRI-PRD,20-24,-51405.81104559492
NA,Hombres,50,1.29,0.7751937984496123,37458.4979712087,NA,MORENA-PT-Partido Verde,50-54,-37458.4979712087
NA,Mujeres,48,2.04,0.4901960784313726,23686.99136414668,NA,Movimiento Ciudadano,45-49,23686.99136414668
NA,Hombres,33,0.67,1.4925373134328357,72121.58564605855,NA,PAN-PRI-PRD,30-34,-72121.58564605855
NA,Mujeres,28,2.89,0.3460207612456747,16720.229198221186,NA,Movimiento Ciudadano,25-29,16720.229198221186
NA,Hombres,41,1.6,0.625,30200.91398928702,NA,MORENA-PT-Partido Verde,40-44,-30200.91398928702
NA,Hombres,18,0.58,1.7241379310344829,83312.8661773435,NA,Ninguno,18-18,-83312.8661773435
NA,Hombres,35,0.41,2.4390243902439024,117857.2253240469,NA,Ninguno,35-39,-117857.2253240469
NA,Mujeres,48,0.49,2.0408163265306123,98615.22935277394,NA,MORENA-PT-Partido Verde,45-49,98615.22935277394
NA,Hombres,70,1.15,0.8695652173913044,42018.66294161672,NA,PAN-PRI-PRD,65-100,-42018.66294161672
NA,Mujeres,26,1.97,0.5076142131979695,24528.661108050368,NA,PAN-PRI-PRD,25-29,24528.661108050368
NA,Hombres,23,0.33,3.0303030303030303,146428.6738874522,NA,MORENA-PT-Partido Verde,20-24,-146428.6738874522
NA,Mujeres,40,0.3,3.3333333333333335,161071.54127619744,NA,Movimiento Ciudadano,40-44,161071.54127619744
NA,Hombres,33,0.67,1.4925373134328357,72121.58564605855,NA,PAN-PRI-PRD,30-34,-72121.58564605855
NA,Hombres,52,1.29,0.7751937984496123,37458.4979712087,NA,MORENA-PT-Partido Verde,50-54,-37458.4979712087
NA,Mujeres,28,0.32,3.125,151004.5699464351,NA,MORENA-PT-Partido Verde,25-29,151004.5699464351
NA,Hombres,52,1.29,0.7751937984496123,37458.4979712087,NA,MORENA-PT-Partido Verde,50-54,-37458.4979712087
NA,Mujeres,25,0.92,1.0869565217391304,52523.3286770209,NA,PAN-PRI-PRD,25-29,52523.3286770209
NA,Mujeres,32,0.41,2.4390243902439024,117857.2253240469,NA,MORENA-PT-Partido Verde,30-34,117857.2253240469
NA,Hombres,36,0.3,3.3333333333333335,161071.54127619744,NA,Movimiento Ciudadano,35-39,-161071.54127619744
NA,Hombres,29,0.94,1.0638297872340423,51405.81104559492,NA,PAN-PRI-PRD,25-29,-51405.81104559492
NA,Mujeres,30,0.3,3.3333333333333335,161071.54127619744,NA,Movimiento Ciudadano,30-34,161071.54127619744
NA,Hombres,26,0.33,3.0303030303030303,146428.6738874522,NA,MORENA-PT-Partido Verde,25-29,-146428.6738874522
NA,Hombres,42,1.21,0.8264462809917356,39935.09287839606,NA,PAN-PRI-PRD,40-44,-39935.09287839606
NA,Mujeres,28,2.89,0.3460207612456747,16720.229198221186,NA,Movimiento Ciudadano,25-29,16720.229198221186
NA,Mujeres,51,1.27,0.7874015748031495,38048.39557705451,NA,MORENA-PT-Partido Verde,50-54,38048.39557705451
NA,Mujeres,69,1.27,0.7874015748031495,38048.39557705451,NA,MORENA-PT-Partido Verde,65-100,38048.39557705451
NA,Hombres,40,1.6,0.625,30200.91398928702,NA,MORENA-PT-Partido Verde,40-44,-30200.91398928702
NA,Hombres,67,1.52,0.6578947368421053,31790.435778196865,NA,MORENA-PT-Partido Verde,65-100,-31790.435778196865
NA,Mujeres,23,0.92,1.0869565217391304,52523.3286770209,NA,PAN-PRI-PRD,20-24,52523.3286770209
NA,Hombres,40,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde,40-44,-210093.3147080836
NA,Mujeres,47,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde,45-49,210093.3147080836
NA,Hombres,19,4.74,0.21097046413502107,10194.401346594774,NA,NS,19-19,-10194.401346594774
NA,Mujeres,31,1.39,0.7194244604316548,34763.64200205701,NA,PAN-PRI-PRD,30-34,34763.64200205701
NA,Mujeres,24,0.67,1.4925373134328357,72121.58564605855,NA,NS,20-24,72121.58564605855
NA,Mujeres,48,3.27,0.3058103975535168,14777.20562166949,NA,NS,45-49,14777.20562166949
NA,Mujeres,19,2.22,0.4504504504504504,21766.424496783435,NA,MORENA-PT-Partido Verde,19-19,21766.424496783435
NA,Mujeres,40,0.41,2.4390243902439024,117857.2253240469,NA,MORENA-PT-Partido Verde,40-44,117857.2253240469
NA,Hombres,44,0.5,2,96642.92476571846,NA,MORENA-PT-Partido Verde,40-44,-96642.92476571846
NA,Hombres,59,0.22,4.545454545454546,219643.0108311783,NA,MORENA-PT-Partido Verde,55-59,-219643.0108311783
NA,Mujeres,25,2.22,0.4504504504504504,21766.424496783435,NA,MORENA-PT-Partido Verde,25-29,21766.424496783435
NA,Mujeres,29,0.57,1.7543859649122808,84774.49540852498,NA,Ninguno,25-29,84774.49540852498
NA,Mujeres,38,0.76,1.3157894736842106,63580.87155639373,NA,PAN-PRI-PRD,35-39,63580.87155639373
NA,Hombres,41,1.42,0.7042253521126761,34029.19886116847,NA,PAN-PRI-PRD,40-44,-34029.19886116847
NA,Mujeres,55,0.39,2.564102564102564,123901.18559707492,NA,MORENA-PT-Partido Verde,55-59,123901.18559707492
NA,Hombres,26,0.71,1.4084507042253522,68058.39772233694,NA,MORENA-PT-Partido Verde,25-29,-68058.39772233694
NA,Mujeres,37,1.39,0.7194244604316548,34763.64200205701,NA,PAN-PRI-PRD,35-39,34763.64200205701
NA,Hombres,61,0.19,5.2631578947368425,254323.48622557492,NA,MORENA-PT-Partido Verde,60-64,-254323.48622557492
NA,Mujeres,34,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde,30-34,210093.3147080836
NA,Hombres,44,2.09,0.4784688995215311,23120.31692959772,NA,Movimiento Ciudadano,40-44,-23120.31692959772
NA,Mujeres,29,0.92,1.0869565217391304,52523.3286770209,NA,PAN-PRI-PRD,25-29,52523.3286770209
NA,Mujeres,50,1.27,0.7874015748031495,38048.39557705451,NA,MORENA-PT-Partido Verde,50-54,38048.39557705451
NA,Hombres,27,0.94,1.0638297872340423,51405.81104559492,NA,PAN-PRI-PRD,25-29,-51405.81104559492
NA,Mujeres,33,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde,30-34,210093.3147080836
NA,Mujeres,51,1.13,0.8849557522123894,42762.35609102587,NA,PAN-PRI-PRD,50-54,42762.35609102587
NA,Hombres,35,1.42,0.7042253521126761,34029.19886116847,NA,PAN-PRI-PRD,35-39,-34029.19886116847
NA,Hombres,49,0.5,2,96642.92476571846,NA,MORENA-PT-Partido Verde,45-49,-96642.92476571846
NA,Mujeres,50,1.27,0.7874015748031495,38048.39557705451,NA,MORENA-PT-Partido Verde,50-54,38048.39557705451
NA,Hombres,24,0.94,1.0638297872340423,51405.81104559492,NA,PAN-PRI-PRD,20-24,-51405.81104559492
NA,Mujeres,32,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde,30-34,210093.3147080836
NA,Mujeres,43,2.04,0.4901960784313726,23686.99136414668,NA,Movimiento Ciudadano,40-44,23686.99136414668
NA,Hombres,48,4.58,0.2183406113537118,10550.537638178872,NA,PAN-PRI-PRD,45-49,-10550.537638178872
NA,Mujeres,28,0.59,1.6949152542372885,81900.78369976142,NA,MORENA-PT-Partido Verde,25-29,81900.78369976142
